id|BIK|namebanka|korschet
2534|"048723000"|"ﾐﾊﾖ ﾓﾑﾈﾍﾑﾊ, ﾃ. ﾓﾑﾈﾍﾑﾊ"|
2535|"048723742"|"ﾁﾀﾍﾊ ﾑﾁﾅﾐﾅﾆﾅﾍﾈﾉ ﾈ ﾐﾀﾇﾂﾈﾒﾈﾟ""ﾓﾑﾈﾍﾑﾊ., ﾃ. ﾓﾑﾈﾍﾑﾊ"""|"30101810400000000742"
2536|"048723761"|"ﾓﾕﾒﾀﾁﾀﾍﾊ"" ﾂ ﾃ.ﾓﾑﾈﾍﾑﾊ, ﾃ. ﾓﾑﾈﾍﾑﾊ"""|"30101810300000000761"
2537|"048726000"|"ﾐﾊﾖ ﾀﾉﾊﾈﾍﾎ, ﾑ. ﾀﾉﾊﾈﾍﾎ"|
2538|"048850000"|"ﾐﾊﾖ ﾏﾀﾐﾀﾍﾜﾃﾀ, ﾏﾃﾒ. ﾏﾀﾐﾀﾍﾜﾃﾀ"|
2539|"048851000"|"ﾐﾊﾖ ﾊﾎﾇﾜﾌﾎﾄﾅﾌﾜﾟﾍﾑﾊ, ﾃ. ﾊﾎﾇﾜﾌﾎﾄﾅﾌﾜﾟﾍﾑﾊ"|
2540|"048853000"|"ﾐﾊﾖ ﾂﾎﾋﾆﾑﾊ, ﾃ. ﾂﾎﾋﾆﾑﾊ"|
2541|"048854000"|"ﾐﾊﾖ ﾇﾂﾅﾍﾈﾃﾎﾂﾎ, ﾃ. ﾇﾂﾅﾍﾈﾃﾎﾂﾎ"|
2542|"048855000"|"ﾐﾊﾖ ﾍﾎﾂﾛﾉ-ﾒﾎﾐﾜﾟﾋ, ﾏﾃﾒ. ﾍﾎﾂﾛﾉ-ﾒﾎﾐﾜﾟﾋ"|
2543|"048856000"|"ﾐﾊﾖ ﾊﾈﾋﾅﾌﾀﾐﾛ, ﾏﾃﾒ. ﾊﾈﾋﾅﾌﾀﾐﾛ"|
2544|"048857000"|"ﾐﾊﾖ ﾊﾓﾆﾅﾍﾅﾐ, ﾏﾃﾒ. ﾊﾓﾆﾅﾍﾅﾐ"|
2545|"048858000"|"ﾐﾊﾖ ﾌﾀﾐﾈ-ﾒﾓﾐﾅﾊ, ﾏﾃﾒ. ﾌﾀﾐﾈ-ﾒﾓﾐﾅﾊ"|
2546|"048859000"|"ﾐﾊﾖ ﾎﾐﾘﾀﾍﾊﾀ, ﾏﾃﾒ. ﾎﾐﾘﾀﾍﾊﾀ"|
2547|"048860001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾌﾀﾐﾈﾉ ﾝﾋ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"|
2548|"048860630"|"ﾎﾑﾁ ﾌﾀﾐﾈﾉ ﾝﾋ N 8614, ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"|"30101810300000000630"
2549|"048860874"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"""|"30101810700000000874"
2550|"048860889"|"ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"", ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"""|"30101810300000000889"
2551|"048862000"|"ﾐﾊﾖ ﾌﾎﾐﾊﾈ, ﾏﾃﾒ. ﾌﾎﾐﾊﾈ"|
2552|"048863000"|"ﾐﾊﾖ ﾑﾅﾐﾍﾓﾐ, ﾏﾃﾒ. ﾑﾅﾐﾍﾓﾐ"|
2553|"048864000"|"ﾐﾊﾖ ﾑﾎﾂﾅﾒﾑﾊﾈﾉ, ﾏﾃﾒ. ﾑﾎﾂﾅﾒﾑﾊﾈﾉ"|
2554|"048865000"|"ﾐﾊﾖ ﾞﾐﾈﾍﾎ, ﾏﾃﾒ. ﾞﾐﾈﾍﾎ"|
2555|"048880002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾊﾐﾀﾑﾍﾎﾃﾂﾀﾐﾄﾅﾉﾑﾊﾎﾅ, ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ 45"|
2556|"048952001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾌﾎﾐﾄﾎﾂﾈﾟ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"|
2557|"048952615"|"ﾌﾎﾐﾄﾎﾂﾑﾊﾎﾅ ﾎﾑﾁ N 8589, ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"|"30101810100000000615"
2558|"048952729"|"ﾌﾏﾑﾁ"", ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"""|"30101810300000000729"
2559|"048952745"|"ﾌﾎﾐﾄﾎﾂﾑﾎﾖﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"""|"30101810300000000745"
2560|"048952749"|"ﾊﾑ ﾁﾀﾍﾊ"" (ﾎﾀﾎ), ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"""|"30101810500000000749"
2561|"048952752"|"ﾀﾊﾒﾈﾂ ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"""|"30101810500000000752"
2562|"048952754"|"ﾂﾎﾇﾐﾎﾆﾄﾅﾍﾈﾅ"" (ﾎﾀﾎ), ﾃ. ﾑﾀﾐﾀﾍﾑﾊ"""|"30101810100000000754"
2563|"048956000"|"ﾐﾊﾖ ﾇﾓﾁﾎﾂﾀ ﾏﾎﾋﾟﾍﾀ, ﾃ. ﾇﾓﾁﾎﾂﾀ ﾏﾎﾋﾟﾍﾀ"|
2564|"048957000"|"ﾐﾊﾖ ﾊﾎﾂﾛﾋﾊﾈﾍﾎ, ﾃ. ﾊﾎﾂﾛﾋﾊﾈﾍﾎ"|
2565|"048959000"|"ﾐﾊﾖ ﾀﾐﾄﾀﾒﾎﾂ, ﾃ. ﾀﾐﾄﾀﾒﾎﾂ"|
2566|"048960000"|"ﾐﾊﾖ ﾒﾎﾐﾁﾅﾅﾂﾎ, ﾃ. ﾒﾎﾐﾁﾅﾅﾂﾎ"|
2567|"048961000"|"ﾐﾊﾖ ﾗﾀﾌﾇﾈﾍﾊﾀ, ﾃ. ﾗﾀﾌﾇﾈﾍﾊﾀ"|
2568|"048964000"|"ﾐﾊﾖ ﾀﾒﾟﾘﾅﾂﾎ, ﾃ. ﾀﾒﾟﾘﾅﾂﾎ"|
2569|"048969000"|"ﾐﾊﾖ ﾊﾅﾌﾋﾟ, ﾑ. ﾊﾅﾌﾋﾟ"|
2570|"048976000"|"ﾐﾊﾖ ﾊﾐﾀﾑﾍﾎﾑﾋﾎﾁﾎﾄﾑﾊ, ﾃ. ﾊﾐﾀﾑﾍﾎﾑﾋﾎﾁﾎﾄﾑﾊ"|
2571|"048981000"|"ﾐﾊﾖ ﾐﾓﾇﾀﾅﾂﾊﾀ, ﾃ. ﾐﾓﾇﾀﾅﾂﾊﾀ"|
2572|"048981738"|"ﾐﾓﾇﾀﾅﾂﾑﾊﾈﾉ"", ﾃ. ﾐﾓﾇﾀﾅﾂﾊﾀ"""|"30101810100000000738"
2573|"049002000"|"ﾐﾊﾖ ﾀﾋﾀﾃﾈﾐ, ﾃ. ﾀﾋﾀﾃﾈﾐ"|
2574|"049003000"|"ﾐﾊﾖ ﾀﾐﾄﾎﾍ, ﾃ. ﾀﾐﾄﾎﾍ"|
2575|"049011000"|"ﾐﾊﾖ ﾌﾎﾇﾄﾎﾊ, ﾃ. ﾌﾎﾇﾄﾎﾊ"|
2576|"049033001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾑﾅﾂ. ﾎﾑﾅﾒﾈﾟ-ﾀﾋﾀﾍﾈﾟ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"|
2577|"049033736"|"ﾈﾐﾎﾍﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810800000000736"
2578|"049033737"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810100000000737"
2579|"049033745"|"ﾀﾐﾒ-ﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810600000000745"
2580|"049033746"|"ﾀﾄﾀﾌﾎﾍ ﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810900000000746"
2581|"049033748"|"ﾃﾀﾌﾈﾄ"" ﾎﾀﾎ ﾀﾊﾁ ""ﾝﾋﾜﾁﾈﾍ"" ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ, ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810500000000748"
2582|"049033749"|"ﾂﾋﾀﾄﾈﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾊﾀﾂﾊﾀﾇ"""|"30101810800000000749"
2583|"049133001"|"ﾃﾐﾊﾖ ﾍﾁ ﾊﾀﾐﾀﾗ.-ﾗﾅﾐﾊﾅﾑﾑﾊ. ﾐﾅﾑﾏ. ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"|
2584|"049133812"|"ﾐﾀﾇﾂﾈﾒﾈﾅ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810300000000812"
2585|"049133816"|"ﾊﾀﾂﾊﾀﾇ-ﾃﾅﾋﾈﾎﾑ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810500000000816"
2586|"049133825"|"ﾊﾀﾂﾊﾀﾇﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810300000000825"
2587|"049133827"|"ﾑﾎﾋﾈﾄﾀﾐﾍﾎﾑﾒﾜ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810900000000827"
2588|"049133830"|"ﾀﾋﾀﾍﾈﾟ"", ﾑ. ﾓﾗﾊﾅﾊﾅﾍ"""|"30101810900000000830"
2589|"044585527"|"ﾌﾅﾍﾅﾄﾆﾅﾐ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810500000000527"
2590|"049133834"|"ﾋﾀﾊﾌﾀ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810100000000834"
2591|"049133840"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810000000000840"
2592|"049133845"|"ﾒﾅﾊﾑﾁﾀﾍﾊ"", ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810500000000845"
2593|"049202000"|"ﾐﾊﾖ ﾀﾋﾜﾌﾅﾒﾜﾅﾂﾑﾊ, ﾃ. ﾀﾋﾜﾌﾅﾒﾜﾅﾂﾑﾊ"|
2594|"049205919"|"ﾊﾀﾐﾀ-ﾀﾋﾒﾛﾍ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810200000000919"
2595|"049202792"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾀﾋﾜﾌﾅﾒﾜﾅﾂﾑﾊ"""|"30101810400000000792"
2596|"049202817"|"ﾀﾂﾒﾎﾃﾐﾀﾄﾁﾀﾍﾊ"", ﾃ. ﾀﾋﾜﾌﾅﾒﾜﾅﾂﾑﾊ"""|"30101810000000000817"
2597|"049205001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾒﾀﾒﾀﾐﾑﾒﾀﾍ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾊﾀﾇﾀﾍﾜ"|
2598|"049205603"|"ﾁﾀﾍﾊ ﾒﾀﾒﾀﾐﾑﾒﾀﾍ"" N8610, ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810600000000603"
2599|"049205703"|"ﾒﾀﾒﾑﾎﾖﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810500000000703"
2600|"049205770"|"ﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ""(ﾎﾀﾎ), ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810300000000770"
2601|"049205772"|"ﾇﾀﾐﾅﾗﾜﾅ""(ﾎﾀﾎ), ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810900000000772"
2602|"049205774"|"ﾀﾂﾅﾐﾑ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810500000000774"
2603|"049205789"|"ﾁﾓﾋﾃﾀﾐ ﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810100000000789"
2604|"049205798"|"ﾂﾊﾀﾁ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810900000000798"
2605|"049205804"|"ﾈﾍﾒﾅﾕﾁﾀﾍﾊ""ﾎﾎﾎ, ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810700000000804"
2606|"049205805"|"ﾀﾊ ﾁﾀﾐﾑ"" ﾁﾀﾍﾊ, ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810000000000805"
2607|"049205806"|"ﾁﾀﾍﾊ ""ﾊﾀﾇﾀﾍﾑﾊﾈﾉ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810300000000806"
2608|"049205815"|"ﾀﾈﾊﾁ""ﾒﾀﾒﾔﾎﾍﾄﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810100000000815"
2609|"049205824"|"ﾈﾄﾅﾋﾜﾁﾀﾍﾊ""(ﾇﾀﾎ), ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810900000000824"
2610|"049205858"|"ﾑﾏﾓﾐﾒ"" (ﾎﾀﾎ), ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810400000000858"
2611|"049207000"|"ﾐﾊﾖ ﾀﾇﾍﾀﾊﾀﾅﾂﾎ, ﾃ. ﾀﾇﾍﾀﾊﾀﾅﾂﾎ"|
2612|"049207814"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾀﾇﾍﾀﾊﾀﾅﾂﾎ"""|"30101810600000000814"
2613|"049209000"|"ﾐﾊﾖ ﾏﾐﾈﾂﾎﾋﾆﾑﾊﾈﾉ, ﾃ. ﾊﾀﾇﾀﾍﾜ"|
2614|"049209767"|"ﾒﾀﾒﾈﾍﾂﾅﾑﾒﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810900000000767"
2615|"049209778"|"ﾒﾀﾒﾝﾊﾎﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810300000000778"
2616|"049209821"|"ﾈﾏﾎﾒﾅﾊﾀ-ﾈﾍﾂﾅﾑﾒ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810600000000821"
2617|"049209864"|"ﾄﾅﾐﾁﾛﾘﾊﾈ""ﾇﾀﾎ""ﾒﾀﾒﾑﾎﾖﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810900000000864"
2618|"049202917"|"ﾊﾀﾐﾀ-ﾀﾋﾒﾛﾍ"", ﾃ. ﾀﾋﾜﾌﾅﾒﾜﾅﾂﾑﾊ"""|"30101810900000000917"
2619|"049211000"|"ﾐﾊﾖ ﾁﾓﾃﾓﾋﾜﾌﾀ, ﾃ. ﾁﾓﾃﾓﾋﾜﾌﾀ"|
2620|"049211880"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾁﾓﾃﾓﾋﾜﾌﾀ"""|"30101810000000000880"
2621|"049212000"|"ﾐﾊﾖ ﾁﾓﾈﾍﾑﾊ, ﾃ. ﾁﾓﾈﾍﾑﾊ"|
2622|"049213000"|"ﾐﾊﾖ ﾌﾅﾍﾄﾅﾋﾅﾅﾂﾑﾊ, ﾃ. ﾌﾅﾍﾄﾅﾋﾅﾅﾂﾑﾊ"|
2623|"049205708"|"ﾒﾀﾒﾀﾃﾐﾎﾏﾐﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810000000000708"
2624|"049221000"|"ﾐﾊﾖ ﾋﾅﾍﾈﾍﾎﾃﾎﾐﾑﾊ, ﾃ. ﾋﾅﾍﾈﾍﾎﾃﾎﾐﾑﾊ"|
2625|"049221867"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾋﾅﾍﾈﾍﾎﾃﾎﾐﾑﾊ"""|"30101810200000000867"
2626|"049229000"|"ﾐﾊﾖ ﾇﾀﾈﾍﾑﾊ, ﾃ. ﾇﾀﾈﾍﾑﾊ"|
2627|"049231000"|"ﾐﾊﾖ ﾌﾀﾌﾀﾄﾛﾘ, ﾃ. ﾌﾀﾌﾀﾄﾛﾘ"|
2628|"049205795"|"ﾂﾟﾒﾑﾊﾈﾉ ﾊﾎﾌﾌﾅﾐﾗﾅﾑﾊﾈﾉ ﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾇﾀﾍﾜ"""|"30101810000000000795"
2629|"049232000"|"ﾐﾊﾖ ﾒﾓﾊﾀﾅﾂﾑﾊﾈﾉ, ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"|
2630|"049232857"|"ﾊﾀﾌﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾅﾋﾀﾁﾓﾃﾀ"""|"30101810300000000857"
2631|"049232879"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾅﾋﾀﾁﾓﾃﾀ"""|"30101810100000000879"
2632|"049240000"|"ﾐﾊﾖ ﾊﾎﾌﾑﾎﾌﾎﾋﾜﾑﾊﾈﾉ, ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"|
2633|"049240748"|"ﾀﾂﾒﾎﾃﾐﾀﾄﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810100000000748"
2634|"049240759"|"ﾀﾂﾅﾐﾑ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810500000000759"
2635|"049240785"|"ﾊﾀﾌﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810600000000785"
2636|"049240801"|"ﾊﾀﾌﾑﾊﾈﾉ ﾃﾎﾐﾈﾇﾎﾍﾒ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810500000000801"
2637|"049240803"|"ﾀﾊﾈﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810100000000803"
2638|"049241000"|"ﾐﾊﾖ ﾍﾓﾐﾋﾀﾒ, ﾃ. ﾍﾓﾐﾋﾀﾒ"|
2639|"049241881"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾍﾓﾐﾋﾀﾒ"""|"30101810200000000881"
2640|"049246000"|"ﾐﾊﾖ ﾍﾈﾆﾍﾅﾊﾀﾌﾑﾊ, ﾃ. ﾍﾈﾆﾍﾅﾊﾀﾌﾑﾊ"|
2641|"049249000"|"ﾐﾊﾖ ﾗﾈﾑﾒﾎﾏﾎﾋﾜ, ﾃ. ﾗﾈﾑﾒﾎﾏﾎﾋﾜ"|
2642|"049301000"|"ﾐﾊﾖ ﾒﾓﾐﾀﾍ, ﾃ. ﾒﾓﾐﾀﾍ"|
2643|"049302000"|"ﾐﾊﾖ ﾗﾀﾄﾀﾍ, ﾃ. ﾗﾀﾄﾀﾍ"|
2644|"049304001"|"ﾃﾐﾊﾖ ﾍﾁ ﾐﾅﾑﾏ. ﾒﾛﾂﾀ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾊﾛﾇﾛﾋ"|
2645|"049304631"|"ﾊﾛﾇﾛﾋﾑﾊﾎﾅ ﾎﾑﾁ N 8591, ﾃ. ﾊﾛﾇﾛﾋ"|"30101810400000000631"
2646|"049304729"|"ﾁﾀﾍﾊ ﾒﾓﾂﾀﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾊﾛﾇﾛﾋ"""|"30101810600000000729"
2647|"049304733"|"ﾀﾐﾀﾒ"", ﾏ. ﾊﾀﾀ-ﾕﾅﾌ"""|"30101810900000000733"
2648|"049304735"|"ﾍﾀﾐﾎﾄﾍﾛﾉ ﾁﾀﾍﾊ ﾐﾒ"", ﾃ. ﾊﾛﾇﾛﾋ"""|"30101810500000000735"
2649|"049304737"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾊﾛﾇﾛﾋ"""|"30101810100000000737"
2650|"049307000"|"ﾐﾊﾖ ﾊﾛﾇﾛﾋ-ﾌﾀﾆﾀﾋﾛﾊ, ﾏ. ﾊﾛﾇﾛﾋ-ﾌﾀﾆﾀﾋﾛﾊ"|
2651|"049308000"|"ﾐﾊﾖ ﾑﾀﾐﾛﾃ-ﾑﾅﾏ, ﾑ. ﾑﾀﾐﾛﾃ-ﾑﾅﾏ"|
2652|"049313000"|"ﾐﾊﾖ ﾘﾀﾃﾎﾍﾀﾐ, ﾃ. ﾘﾀﾃﾎﾍﾀﾐ"|
2653|"049401001"|"ﾃﾐﾊﾖ ﾍﾁ ﾓﾄﾌﾓﾐﾒﾑﾊﾎﾉ ﾐﾅﾑﾏ. ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾈﾆﾅﾂﾑﾊ"|
2654|"049401601"|"ﾓﾄﾌﾓﾐﾒﾑﾊﾎﾅ ﾎﾒﾄﾅﾋﾅﾍﾈﾅ N 8618, ﾃ. ﾈﾆﾅﾂﾑﾊ"|"30101810400000000601"
2655|"049401814"|"ﾈﾆﾋﾀﾄﾀﾁﾀﾍﾊ"", ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810200000000814"
2656|"044525810"|"ﾁﾀﾍﾊ-ﾃﾅﾐﾄ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000810"
2657|"049401843"|"ﾅﾂﾐﾀﾇﾈﾟ"", ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810200000000843"
2658|"049401845"|"ﾑ-ﾁﾀﾍﾊ"" (ﾇﾀﾎ), ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810800000000845"
2659|"049401846"|"ﾓﾏ-ﾁﾀﾍﾊ (ﾎﾀﾎ), ﾃ. ﾈﾆﾅﾂﾑﾊ"|"30101810100000000846"
2660|"049401849"|"ﾊﾎﾌﾁﾀﾍﾊ"" ""ﾏﾅﾐﾂﾎﾌﾀﾉﾑﾊﾈﾉ"", ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810000000000849"
2661|"049401853"|"ﾔﾈﾋﾈﾀﾋ ﾀﾁ ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ (ﾇﾀﾎ) ﾂ ﾃ.ﾈﾆﾅﾂﾑﾊﾅ, ﾃ. ﾈﾆﾅﾂﾑﾊ"|"30101810300000000853"
2662|"049401863"|"ﾎﾀﾎ ﾓﾄﾌﾓﾐﾒﾈﾍﾂﾅﾑﾒﾑﾒﾐﾎﾉﾁﾀﾍﾊ, ﾃ. ﾈﾆﾅﾂﾑﾊ"|"30101810400000000863"
2663|"049401869"|"ﾓﾐﾀﾋﾜﾑﾊﾈﾉ ﾒﾐﾀﾑﾒﾎﾂﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810200000000869"
2664|"049401871"|"ﾈﾆﾊﾎﾌﾁﾀﾍﾊ"" (ﾎﾀﾎ), ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810900000000871"
2665|"049405000"|"ﾐﾊﾖ ﾑﾞﾌﾑﾈ, ﾑ. ﾑﾞﾌﾑﾈ"|
2666|"049408000"|"ﾐﾊﾖ ﾃﾋﾀﾇﾎﾂ, ﾃ. ﾃﾋﾀﾇﾎﾂ"|
2667|"049408857"|"ﾈﾆﾊﾎﾌﾁﾀﾍﾊ"" ﾃ.ﾃﾋﾀﾇﾎﾂ, ﾃ. ﾃﾋﾀﾇﾎﾂ"""|"30101810800000000857"
2668|"049411000"|"ﾐﾊﾖ ﾟﾐ, ﾏﾃﾒ. ﾟﾐ"|
2669|"049412000"|"ﾐﾊﾖ ﾊﾈﾇﾍﾅﾐ, ﾏﾃﾒ. ﾊﾈﾇﾍﾅﾐ"|
2670|"049421000"|"ﾐﾊﾖ ﾃﾐﾀﾕﾎﾂﾎ, ﾑ. ﾃﾐﾀﾕﾎﾂﾎ"|
2671|"049426000"|"ﾐﾊﾖ ﾀﾋﾍﾀﾘﾈ, ﾑ. ﾀﾋﾍﾀﾘﾈ"|
2672|"049427000"|"ﾐﾊﾖ ﾑﾀﾐﾀﾏﾓﾋ, ﾃ. ﾑﾀﾐﾀﾏﾓﾋ"|
2673|"049427825"|"ﾌﾎﾁﾈﾋﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾐﾀﾏﾓﾋ"""|"30101810600000000825"
2674|"049429000"|"ﾐﾊﾖ ﾓﾂﾀ, ﾏﾃﾒ. ﾓﾂﾀ"|
2675|"049442000"|"ﾐﾊﾖ ﾈﾃﾐﾀ, ﾏﾃﾒ. ﾈﾃﾐﾀ"|
2676|"049478810"|"ﾓﾄﾌﾓﾐﾒﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾆﾃﾀ"""|"30101810400000000810"
2677|"049446000"|"ﾐﾊﾖ ﾁﾀﾋﾅﾇﾈﾍﾎ, ﾏﾃﾒ. ﾁﾀﾋﾅﾇﾈﾍﾎ"|
2678|"049449000"|"ﾐﾊﾖ ﾂﾎﾒﾊﾈﾍﾑﾊ, ﾃ. ﾂﾎﾒﾊﾈﾍﾑﾊ"|
2679|"049450000"|"ﾐﾊﾖ ﾊﾅﾇ, ﾏﾃﾒ. ﾊﾅﾇ"|
2680|"049453000"|"ﾐﾊﾖ ﾊﾐﾀﾑﾍﾎﾃﾎﾐﾑﾊﾎﾅ, ﾑ. ﾊﾐﾀﾑﾍﾎﾃﾎﾐﾑﾊﾎﾅ"|
