"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
2═786	"044515002"	"дхпейжхъ жемрпюкэмнцн упюмхкхыю, ц. лняйбю"	""	
2═787	"040702762"	"бнгпнфдемхе""(нюн), ц. ярюбпнонкэ"""	"30101810100000000762"	
2═788	"046504910"	"спюкбмеьрнпцаюмй"" б ц.гюпевмнл, ц. гюпевмши"""	"30101810600000000910"	
2═789	"042299002"	"ос аюмйю пняяхх онрядюляйне, о. лскхмн"	""	
2═790	"041946797"	"опнлщмепцнаюмй""б ц.вепеонбже, ц. вепеонбеж"""	"30101810700000000797"	
2═791	"044583320"	"яхмйн-аюмй"", ц. лняйбю"""	"30101810800000000320"	
2═792	"044579178"	"пцйа"" (гюн), ц. лняйбю"""	"30101810000000000178"	
2═793	"044583440"	"щйн-хмбеяр"", ц. лняйбю"""	"30101810900000000440"	
2═794	"046126790"	"пхмбеяраюмй"", ц. пъгюмэ"""	"30101810000000000790"	
2═795	"045805722"	"щйях-аюмй"" ояйнбяйхи, ц. ояйнб"""	"30101810400000000722"	
2═796	"049879794"	"юклюгщпцхщмаюмй"" нюн, ц. лхпмши"""	"30101810400000000794"	
2═797	"044671266"	"рпюдн-аюмй"", ц. йнкнлмю"""	"30101810000000000266"	
2═798	"044525272"	"нюн аюмй гемхр, ц. лняйбю"	"30101810000000000272"	
2═799	"044599453"	"мнбши псяяйхи аюмй"", ц. лняйбю"""	"30101810600000000453"	
2═800	"044611290"	"щрюкнмаюмй"", ц. псгю"""	"30101810700000000290"	
2═801	"043002602"	"йюлвюряйне нрдекемхе N 8556, ц. оерпноюбкнбяй-йюлвюряйхи"	"30101810600000000602"	
2═802	"044583274"	"пюрханп-аюмй"", ц. лняйбю"""	"30101810600000000274"	
2═803	"043678928"	"юбрнлнахкэмши аюмйхпяйхи днл"", ц. рнкэъррх"""	"30101810800000000928"	
2═804	"042725774"	"яма"" (гюн), ц. вепмъунбяй"""	"30101810100000000774"	
2═805	"041806835"	"щйяопеяя-бнкцю""б ц.бнкцнцпюд, ц. бнкцнцпюд"""	"30101810200000000835"	
2═806	"044579179"	"хаепся"", ц. лняйбю"""	"30101810300000000179"	
2═807	"044579304"	"лхкаюмй"", ц. лняйбю"""	"30101810900000000304"	
2═808	"044585677"	"юйпнонкэ"" ннн, ц. лняйбю"""	"30101810900000000677"	
2═809	"044525455"	"бмеьопнлаюмй"", ц. лняйбю"""	"30101810500000000455"	
2═810	"043601933"	"бйа"", ц. яюлюпю"""	"30101810000000000933"	
2═811	"044583483"	"хмбеярянжаюмй"", ц. лняйбю"""	"30101810200000000483"	
2═812	"042809789"	"рпюдн-аюмй"" (гюн) ""рбепяйни"", ц. рбепэ"""	"30101810700000000789"	
2═813	"042505725"	"хр аюмй"", ц. юмцюпяй"""	"30101810300000000725"	
2═814	"047308864"	"ябъгэ-аюмй"", ц. скэъмнбяй"""	"30101810000000000864"	
2═815	"044579709"	"пща"", ц. лняйбю"""	"30101810000000000709"	
2═816	"049208000"	"пйж гекемнднкэяй, ц. гекемнднкэяй"	""	
2═817	"042908703"	"ябъгэ-аюмй"", ц. йюксцю"""	"30101810200000000703"	
2═818	"046651789"	"ялнкебхв"", ц. деямнцнпяй"""	"30101810000000000789"	
2═819	"044579918"	"ясднярпнхрекэмши аюмй (ннн), ц. лняйбю"	"30101810600000000918"	
2═820	"044579772"	"йпедхрянчгйнлаюмй"" (гюн), ц. лняйбю"""	"30101810600000000772"	
2═821	"048405602"	"цнпмн-юкрюияйне нрдекемхе N 8558 яа пт, ц. цнпмн-юкрюияй"	"30101810300000000602"	
2═822	"044579682"	"йюохрюкз-щйяопеяя"" нюн, ц. лняйбю"""	"30101810800000000682"	
2═823	"044583330"	"рпюмяонпрмши"", ц. лняйбю"""	"30101810900000000330"	
2═824	"044585747"	"пняяхрю-аюмй"" ннн, ц. лняйбю"""	"30101810500000000747"	
2═825	"044525126"	"хмрепопнлаюмй"", ц. лняйбю"""	"30101810800000000126"	
2═826	"042007778"	"ядл-аюмй"" (нюн) б ц.бнпнмефе, ц. бнпнмеф"""	"30101810500000000778"	
2═827	"046329815"	"щйяопеяя-бнкцю"" б ц.епьнбе, ц. епьнб"""	"30101810300000000815"	
2═828	"049240830"	"дебнм-йпедхр""(нюн), ц. мюаепефмше векмш"""	"30101810500000000830"	
2═829	"044579800"	"лняйбю-яхрх"", ц. лняйбю"""	"30101810200000000800"	
2═830	"048327725"	"юяа-аюмй"" б ц.мюкэвхйе, ц. мюкэвхй"""	"30101810700000000725"	
2═831	"044583963"	"яепбхя-пегепб"" аюмй (гюн), ц. лняйбю"""	"30101810500000000963"	
2═832	"045744830"	"ядл-аюмй"" (нюн) б ц.оеплх, ц. оеплэ"""	"30101810100000000830"	
2═833	"046311817"	"бнкцнхмбеяраюмй"", ц. яюпюрнб"""	"30101810400000000817"	
2═834	"047162889"	"ямца"", ц. уюмрш-люмяхияй"""	"30101810100000000889"	
2═835	"041117309"	"яебепмюъ йкхпхмцнбюъ оюкюрю"", ц. юпуюмцекэяй"""	"30103810400000000309"	
2═836	"045019724"	"кюмрю-аюмй"" (гюн), ц. йсиашьеб"""	"30101810900000000724"	
2═837	"048702769"	"йнлх"" ннн йа ""ярюик-аюмй"", ц. яшйршбйюп"""	"30101810200000000769"	
2═838	"044583844"	"яюуюдюилнмдаюмй"" (ннн), ц. лняйбю"""	"30101810700000000844"	
2═839	"047606774"	"вхрюопнлярпниаюмй"", ц. анпгъ"""	"30101810400000000774"	
2═840	"042507848"	"бняряхарпюмяйнлаюмй"", ц. мхфмесдхмяй"""	"30101810100000000848"	
2═841	"044579797"	"люяр-аюмй"", ц. лняйбю"""	"30101810300000000797"	
2═842	"044525280"	"яоежхмбеяраюмй"" (ннн), ц. лняйбю"""	"30101810500000000280"	
2═843	"041824833"	"чфмши"" нюн ""юйа ""йнп"", ц. бнкцнцпюд"""	"30101810400000000833"	
2═844	"045805740"	"ояа"", ц. ояйнб"""	"30101810000000000740"	
2═845	"045354885"	"аюмй нпемаспц"", ц. нпемаспц"""	"30101810400000000885"	
2═846	"043304757"	"оепбши днпрпюмяаюмй"", ц. йхпнб"""	"30101810300000000757"	
2═847	"049706723"	"лецюонкхя"", ц. веанйяюпш"""	"30101810600000000723"	
2═848	"046015967"	"лапп""(нюн) б ц.пнярнбе-мю-днмс, ц. пнярнб-мю-днмс"""	"30101810400000000967"	
2═849	"042897002"	"лпу (ц.рбепэ) жу аюмйю пняяхх, ц. рбепэ"	""	
2═850	"041117748"	"лхма"", ц. юпуюмцекэяй"""	"30101810500000000748"	
2═851	"041125739"	"лхма"", ц. мюпэъм-люп"""	"30101810200000000739"	
2═852	"042007815"	"щрюкнмаюмй"", ц. бнпнмеф"""	"30101810900000000815"	
2═853	"041403743"	"аекднпаюмй"", ц. аекцнпнд"""	"30101810100000000743"	
2═854	"040465897"	"ярпнлйнлаюмй"", ц. кеяняхахпяй"""	"30101810300000000897"	
2═855	"044579278"	"мй аюмй"", ц. лняйбю"""	"30101810900000000278"	
2═856	"044206745"	"цюгопнлаюмй""(гюн) б ц.кхоежйе, ц. кхоежй"""	"30101810400000000745"	
2═857	"041909795"	"бнкнцндяйхи тхкхюк юбрнаюмй-мхйник, ц. бнкнцдю"	"30101810600000000795"	
2═858	"044106776"	"аюкрхияйхи аюмй"", ц. бнкунб"""	"30101810000000000776"	
2═859	"040502301"	"гюн мйн лпж, ц. бкюдхбнярнй"	"30103810200000000301"	
2═860	"044525193"	"ебпнюйяхя аюмй"", ц. лняйбю"""	"30101810600000000193"	
2═861	"045402719"	"гемхр ахгмея аюмй"", ц. нпек"""	"30101810700000000719"	
2═862	"044552323"	"япедмепсяяйхи аюмй яаепаюмйю пт, ц. лняйбю"	"30101810900000000323"	
2═863	"040528824"	"баа"", ц. кеянгюбндяй"""	"30101810200000000824"	
2═864	"040708732"	"мнбши яхлбнк""ц.фекегмнбндяй, ц. фекегмнбндяй"""	"30101810200000000732"	
2═865	"044030763"	"лемюрео яоа"", ц. яюмйр-оерепаспц"""	"30101810500000000763"	
2═866	"046515916"	"мнбнспюкэяйхи"" нюн ""сапхп"", ц. мнбнспюкэяй"""	"30101810600000000916"	
2═867	"048246957"	"репей"" нюн юйа ""щкэахм"", ц. йхгкъп"""	"30101810100000000957"	
2═868	"048205956"	"асимюйяйхи"" нюн юйа ""щкэахм"", ц. асимюйяй"""	"30101810700000000956"	
2═869	"044552297"	"бецю-аюмй"" (ннн), ц. лняйбю"""	"30101810900000000297"	
2═870	"044585389"	"лефахгмеяаюмй (ннн), ц. лняйбю"	"30101810900000000389"	
2═871	"044552296"	"мнбши йпедхрмши янчг"" (гюн), ц. лняйбю"""	"30101810600000000296"	
2═872	"044583374"	"лефрнпцаюмй"" (нюн), ц. лняйбю"""	"30101810500000000374"	
2═873	"044585338"	"ялнкемяйхи аюмй"", ц. лняйбю"""	"30101810100000000338"	
2═874	"047102870"	"ямца"", ц. рчлемэ"""	"30101810500000000870"	
2═875	"044599000"	"нрдекемхе 3 лняйнбяйнцн црс аюмйю пняяхх, ц. лняйбю"	""	
2═876	"044585670"	"лйя"", ц. лняйбю"""	"30103810400000000670"	
2═877	"048205955"	"йпедн-тхмюмя"", ц. асимюйяй"""	"30101810400000000955"	
2═878	"046577301"	"гюн спо, ц. ейюрепхмаспц"	"30103810800000000301"	
2═879	"049817708"	"юклюгщпцхщмаюмй""нюн, ц. бхкчияй"""	"30101810100000000708"	
2═880	"049822700"	"юклюгщпцхщмаюмй"" нюн, ц. мчпаю"""	"30101810500000000700"	
2═881	"044525442"	"пеяосакхйюмяйхи аюмй"", ц. лняйбю"""	"30101810500000000442"	
2═882	"044552804"	"щмрсгхюяраюмй"" ннн, ц. лняйбю"""	"30101810500000000804"	
2═883	"047888768"	"кетйн-аюмй"", ц. ъпнякюбкэ"""	"30101810700000000768"	
2═884	"048702768"	"сурюаюмй""б ц.яшйршб., ц. яшйршбйюп"""	"30101810900000000768"	
2═885	"046015968"	"цюгопнлаюмй""(гюн)ц.пнярнб-мю-днмс, ц. пнярнб-мю-днмс"""	"30101810700000000968"	
2═886	"043606930"	"бйа"", ц. яшгпюмэ"""	"30101810600000000930"	
2═887	"048219960"	"сгдюм"", я. йюяслйемр"""	"30101810900000000960"	
2═888	"048718754"	"сурюаюмй""б ц.бнпйсрю, ц. бнпйсрю"""	"30101810300000000754"	
2═889	"048708751"	"сурюаюмй"" б ц.оевнпю, ц. оевнпю"""	"30101810100000000751"	
2═890	"048710725"	"сурюаюмй"" б ц. хмрю, ц. хмрю"""	"30101810100000000725"	
2═891	"044030766"	"тсмдюлемр-аюмй"", ц. яюмйр-оерепаспц"""	"30101810400000000766"	
2═892	"044030765"	"яхрхаюмй"" б ц.я-оерепаспце, ц. яюмйр-оерепаспц"""	"30101810100000000765"	
2═893	"042744787"	"яма""(гюн), ц. яберкнцнпяй"""	"30101810800000000787"	
2═894	"048602734"	"ябъгэ-аюмй"", ц. оерпнгюбндяй"""	"30101810400000000734"	
2═895	"043698934"	"янкхдюпмнярэ""бя.йхмекэ-вепйюяяш, я. йхмекэ-вепйюяяш"""	"30101810300000000934"	
2═896	"044030774"	"чцпю"", ц. яюмйр-оерепаспц"""	"30101810900000000774"	
2═897	"047501927"	"укеамши"", ц. векъахмяй"""	"30101810100000000927"	
2═898	"044583297"	"яевемнбяйхи"" ннн йа ""ярюик-аюмй"", ц. лняйбю"""	"30101810700000000297"	
2═899	"044552609"	"псяяйхи йсоевеяйхи аюмй"", ц. лняйбю"""	"30101810200000000609"	
2═900	"044579201"	"щмепцнрпюмяаюмй"" (гюн), ц. лняйбю"""	"30101810100000000201"	
2═901	"043657931"	"щкйюаюмй"", ц. вюоюебяй"""	"30101810300000000931"	
2═902	"043601919"	"опхнпхрер"", ц. яюлюпю"""	"30101810600000000919"	
2═903	"047601701"	"ябъгэ-аюмй"", ц. вхрю"""	"30101810300000000701"	
2═904	"049706740"	"ябъгэ-аюмй"", ц. веанйяюпш"""	"30101810900000000740"	
2═905	"042202816"	"янкхдюпмнярэ"", ц. мхфмхи мнбцнпнд"""	"30101810700000000816"	
2═906	"042885002"	"ос аюмйю пняяхх бепумебнкфяйне, ц. рбепэ-40"	""	
2═907	"047537929"	"векъахмбеяраюмй"", ц. рпнхжй"""	"30101810000000000929"	
2═908	"044585393"	"янчгмши"", ц. лняйбю"""	"30101810200000000393"	
2═909	"044106611"	"бяебнкнфяйне нрдекемхе N5542, ц. бяебнкнфяй"	"30101810000000000611"	
2═910	"046906000"	"пйж юяхмн, ц. юяхмн"	""	
2═911	"046927000"	"пйж яебепяй, ц. яебепяй"	""	
2═912	"042267817"	"нюн-мяйа ""цюпюмрхъ"" б ц.йярнбн, ц. йярнбн"""	"30101810300000000817"	
2═913	"048209964"	"дюцщмепцнаюмй"", ц. люуювйюкю"""	"30101810800000000964"	
2═914	"042727745"	"яма"" (гюн) б ц.янберяйе, ц. янберяй"""	"30101810900000000745"	
2═915	"047186898"	"цюгопнлаюмй""(гюн) б ц.мюдшле, ц. мюдшл"""	"30101810100000000898"	
2═916	"044579461"	"деон-аюмй"" (гюн), ц. лняйбю"""	"30101810500000000461"	
2═917	"044579235"	"опенапюфемяйхи"" ннн, ц. лняйбю"""	"30101810600000000235"	
2═918	"045801002"	"ос аюмйю пняяхх бкюдхлхпяйне, о. бкюдхлхпяйхи кюцепэ"	""	
2═919	"045655710"	"бйа"", ц. оемгю"""	"30101810200000000710"	
2═920	"047195868"	"яннревеярбеммхйх"" ц.мнбши спемцни, ц. мнбши спемцни"""	"30101810200000000868"	
2═921	"044126002"	"ос аюмйю пняяхх йхпхккнбяйне, о. йюлемйю"	""	
2═922	"044030741"	"тхмюмянбши йюохрюк"", ц. яюмйр-оерепаспц"""	"30101810700000000741"	
2═923	"043672936"	"янкхдюпмнярэ"" б о.ясунднк, о. ясунднк"""	"30101810900000000936"	
2═924	"044030742"	"яюмйр-оерепаспцяйхи т-к юбрнаюмй-мхйник, ц. яюмйр-оерепаспц"	"30101810000000000742"	
2═925	"045017786"	"окюрефмши жемрп"" (ннн), ц. мнбняхахпяй"""	"30103810900000000786"	
2═926	"044525299"	"мйн ""беярепм чмхнм до бнярнй"", ц. лняйбю"""	"30103810900000000299"	
2═927	"047888795"	"чцпю"" б ц. ъпнякюбке, ц. ъпнякюбкэ"""	"30101810100000000795"	
2═928	"043304780"	"бнкцн-бъряйхи"" нюн ""хлощйяаюмй"", ц. йхпнб"""	"30101810500000000780"	
2═929	"048142718"	"бняряхарпюмяйнлаюмй"", ц. скюм-сдщ"""	"30101810600000000718"	
2═930	"048159716"	"аюийюкаюмйю"", я. аюцдюпхм"""	"30101810600000000716"	
2═931	"041125000"	"пйж мюпэъм-люп, ц. мюпэъм-люп"	""	
2═932	"049231833"	"юй аюпя""аюмй, ц. люлюдшь"""	"30101810000000000833"	
2═933	"049211834"	"юй аюпя""аюмй, ц. асцскэлю"""	"30101810700000000834"	
2═934	"046614790"	"ялнкемяйхи"" нюн ""ояа"", ц. ялнкемяй"""	"30101810900000000790"	
2═935	"047723601"	"т-к юй яа пт (нюн) вюсмяйне нрд. N7253, ц. оебей"	"30101810800000000601"	
2═936	"047728601"	"т-к юй яа пт (нюн) ахкхахмяйне нрд.N7820, ц. ахкхахмн"	"30101810300000000601"	
2═937	"041936732"	"лерйнлаюмй"" б ц.сярчфме, ц. сярчфмю"""	"30101810300000000732"	
2═938	"044653325"	"беяр"", ц. щкейрпнярюкэ"""	"30101810400000000325"	
2═939	"044525880"	"бапп"", ц. лняйбю"""	"30101810900000000880"	
2═940	"042725876"	"пецхнмюкэмши йпедхрмши аюмй"", ц. вепмъунбяй"""	"30101810600000000876"	
2═941	"046311823"	"ябъгэ-аюмй"", ц. яюпюрнб"""	"30101810300000000823"	
2═942	"048726790"	"яебепмши мюпндмши аюмй""нюн я.юийхмн, я. юийхмн"""	"30101810000000000790"	
2═943	"043632940"	"бйа"", ц. йхмекэ"""	"30101810000000000940"	
2═944	"048723793"	"яебепмши мюпндмши аюмй""нюн ц.сяхмяй, ц. сяхмяй"""	"30101810200000000793"	
2═945	"040396801"	"лняйнлопхбюраюмй"", ц. янвх"""	"30101810400000000801"	
2═946	"041012733"	"юлспяйхи"" нюн ""рщлап-аюмй"", ц. акюцнбеыемяй"""	"30101810400000000733"	
2═947	"040407926"	"чцпю"" б ц.йпюямнъпяйе, ц. йпюямнъпяй"""	"30101810200000000926"	
2═948	"044653421"	"нпеунбн-гсебяйхи тхкхюк юбрнаюмй-мхйник, ц. нпеунбн-гсебн"	"30101810100000000421"	
2═949	"044671341"	"юбрнаюмй-мхйник"", ц. бняйпеяемяй"""	"30101810200000000341"	
2═950	"048850894"	"оюпюмэцхмяйхи""аюмйю ""иньйюп-нкю"", оцр. оюпюмэцю"""	"30101810600000000894"	
